Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
Crooked Hammock,36707 Crooked Hammock Way,Lewes,19958.0,04/05/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","36707 Crooked Hammock Way
Lewes, DE 19958
(38.746188008, -75.150834031)"
Crooked Hammock Brewery,316 Auto Park Drive,Middletown,19709.0,05/17/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"316 Auto Park Drive
Middletown, DE 19709
(39.443626012, -75.732560994)"
Crossroad Christian Church/family Life Center,4867 N Dupont Hwy,Dover,19901.0,10/10/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"4867 N Dupont Hwy
Dover, DE 19901
(39.216038021, -75.57413196)"
Crossroads Restaurant,4579 Kirkwood Highway,Wilmington,19808.0,04/11/2023,Routine,6-301.14,Handwashing Signage,"4579 Kirkwood Highway
Wilmington, DE 19808
(39.724500989, -75.658164982)"
Crow Bar,1711 Delaware Avenue,Wilmington,19806.0,05/05/2022,Routine,2-103.11,Person-In-Charge-Duties,"1711 Delaware Avenue
Wilmington, DE 19806
(39.758131618, -75.562574883)"
Crumbl Cookies,3138 Fashion BLVD,Newark,19702.0,08/21/2023,Routine,2-102.12,Certified Food Protection Manager,"3138 Fashion BLVD
Newark, DE 19702
(39.670705013, -75.650329998)"
Crust and Craft,18701 Coastal HWY,Wyoming,19971.0,03/28/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","18701 Coastal HWY
Wyoming, DE 19971
(38.735244008, -75.137640999)"
Crystal Restaurant,37300 Rehoboth Ave,Wyoming,19971.0,03/03/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"37300 Rehoboth Ave
Wyoming, DE 19971
(38.713829359, -75.094940905)"
Crystal's Comfort Food,426 E Main Street,Middletown,19709.0,09/14/2022,Routine,6-501.12,"Cleaning, Frequency and Restrictions","426 E Main Street
Middletown, DE 19709
(39.448588979, -75.698654016)"
CS Brazilian Steakhouse,600 Center Boulevard South,Newark,19702.0,10/12/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","600 Center Boulevard South
Newark, DE 19702
(39.674927983, -75.64895503)"
Cuisine Fantasy,15 Lloyd St,Wilmington,19804.0,01/10/2022,Routine,2-102.12,Certified Food Protection Manager,"15 Lloyd St
Wilmington, DE 19804
(39.724345002, -75.619112018)"
Culinart @ Padaua Academy,905 N Broom St,Wilmington,19806.0,05/04/2022,Routine,6-301.14,Handwashing Signage,"905 N Broom St
Wilmington, DE 19806
(39.751416999, -75.563031973)"
Culinart @csc Marvel Cafe,2801 Centerville Rd,Wilmington,19808.0,10/13/2023,Routine,2-102.12,Certified Food Protection Manager,"2801 Centerville Rd
Wilmington, DE 19808
(39.757713987, -75.626722032)"
Culinart @Tower Hill School,2813 West 17th Street,Wilmington,19806.0,12/01/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","2813 West 17th Street
Wilmington, DE 19806
(39.763703989, -75.57669699)"
Culinart Group at Sanford School,6900 Lancaster Pike,Hockessin,19707.0,10/27/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","6900 Lancaster Pike
Hockessin, DE 19707
(39.772669985, -75.677375968)"
Culinart@ Csc Headquarters Cafe,251 Little Falls Drive,Wilmington,19808.0,10/13/2023,Routine,2-102.12,Certified Food Protection Manager,"251 Little Falls Drive
Wilmington, DE 19808
(39.761085985, -75.622920001)"
Culinary Classroom At Laurel Middle High School,1133 S Central Ave,Laurel,19956.0,09/28/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","1133 S Central Ave
Laurel, DE 19956
(38.545946017, -75.566184994)"
Cupcake Kouture Bakery,212 West Market Street,Newport,19804.0,03/14/2023,Routine,2-102.12,Certified Food Protection Manager,"212 West Market Street
Newport, DE 19804
(39.713145019, -75.612702964)"
CupKate's,4001 Kennett Pike Suite #134,Greenville,19807.0,09/06/2022,Routine,6-301.14,Handwashing Signage,"4001 Kennett Pike Suite #134
Greenville, DE 19807
(39.77922698, -75.597160987)"
Curry & Cocktails,422 E Main Street #424,Middletown,19709.0,05/11/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","422 E Main Street #424
Middletown, DE 19709
(39.448588979, -75.698654016)"
Curry & Spice Bar,814 Kohl Ave,Middletown,19709.0,12/02/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","814 Kohl Ave
Middletown, DE 19709
(39.441737989, -75.740998972)"
Cuzinos,2070 Naaman's Rd,Wilmington,19810.0,09/29/2022,Routine,2-102.12,Certified Food Protection Manager,"2070 Naaman's Rd
Wilmington, DE 19810
(39.82370601, -75.500047)"
CUZINO'S FAMILY KITCHEN,211 Stadium Street,Smyrna,19977.0,02/16/2022,Routine,4-502.11,Good Repair and Calibration,"211 Stadium Street
Smyrna, DE 19977
(39.280110001, -75.592128996)"
D And D Greetings And Deli,12 W Sewell St,Felton,19943.0,03/16/2022,Routine,5-202.13,"Backflow Prevention, Air Gap","12 W Sewell St
Felton, DE 19943
(39.011111008, -75.576601017)"
D&h Jamaican Cuisine,748 E Chestnut Hill Road,Newark,19713.0,10/17/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"748 E Chestnut Hill Road
Newark, DE 19713
(39.677443015, -75.699819017)"
D&H Market,1101 West 2nd Street,Wilmington,19805.0,05/05/2022,Routine,2-102.12,Certified Food Protection Manager,"1101 West 2nd Street
Wilmington, DE 19805
(39.743266981, -75.563037002)"
Da Nizza Wood Fired Pizza,19841 Central Street,Rehoboth Beach,19971.0,08/07/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"19841 Central Street
Rehoboth Beach, DE 19971
(38.715244997, -75.098414028)"
Dagsboro American Legion Post 24,28181 Nine Ft Rd,Dagsboro,19939.0,02/18/2022,Routine,4-101.16,Sponges Use Limitation,"28181 Nine Ft Rd
Dagsboro, DE 19939
(38.542262003, -75.259344976)"
Daily Veg,5335 B Limestone Rd,Wilmington,19808.0,02/15/2023,Routine,2-102.12,Certified Food Protection Manager,"5335 B Limestone Rd
Wilmington, DE 19808
(39.746854016, -75.698855014)"
Dairy Palace,2 Jay Dr,New Castle,19720.0,08/09/2022,Routine,2-102.12,Certified Food Protection Manager,"2 Jay Dr
New Castle, DE 19720
(39.686181987, -75.594142999)"
Dairy Queen,1406 Forrest Avenue,Dover,19904.0,12/27/2021,Follow-up,5-202.12,"Handwashing Sinks, Installation","1406 Forrest Avenue
Dover, DE 19904
(39.158303011, -75.557538977)"
Dairy Queen - Millsboro,129 Main Street,Millsboro,19966.0,01/04/2023,Routine,5-202.13,"Backflow Prevention, Air Gap","129 Main Street
Millsboro, DE 19966
(38.589921002, -75.292697994)"
Dairy Queen (Camden),3014 North Dupont Highway,Camden,19934.0,11/28/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","3014 North Dupont Highway
Camden, DE 19934
(39.112275005, -75.538410971)"
Dairy Queen Milford (SCHATZ TREATS LLC),1000 North Walnut Street,Milford,19963.0,08/25/2022,Routine,2-102.12,Certified Food Protection Manager,"1000 North Walnut Street
Milford, DE 19963
(38.927803984, -75.429442038)"
Dairy Queen Of Bear,200 Buckley Blvd,Bear,19701.0,05/09/2022,Routine,6-301.12,Hand Drying Provision,"200 Buckley Blvd
Bear, DE 19701
(39.638604, -75.64884003)"
Dairy Queen Treat Center,67 Rehoboth,Wyoming,19971.0,07/07/2022,Routine,3-302.12,Food Storage Containers Identified with Common Name of Food,"67 Rehoboth
Wyoming, DE 19971
(38.716804995, -75.078494016)"
Dari Kabab and Gyro,310 North Main Street Suite D,Smyrna,19977.0,07/26/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","310 North Main Street Suite D
Smyrna, DE 19977
(39.304268993, -75.61037204)"
Darnell's Cas Bar,216 S Heald St,Wilmington,19801.0,08/22/2022,Routine,2-102.11,Demonstration of Knowledge,"216 S Heald St
Wilmington, DE 19801
(39.731313004, -75.542142007)"
Dash in #1406,154 North Dupont Highway,New Castle,19720.0,12/18/2023,Routine,3-602.11,Food Labels,"154 North Dupont Highway
New Castle, DE 19720
(39.673381983, -75.59597696)"
Dash In #14561,288 Christiana Road,New Castle,19720.0,01/25/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","288 Christiana Road
New Castle, DE 19720
(39.663201994, -75.639767961)"
Dash In Food Store,1022 Delaware Ave,Wilmington,19806.0,02/02/2022,Routine,3-701.11,"Discarding or Reconditioning Unsafe, Adulterated, or Contaminated Food","1022 Delaware Ave
Wilmington, DE 19806
(39.752134993, -75.556446982)"
Dash In Food Store #293,5301 Concord Pike,Wilmington,19803.0,06/07/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","5301 Concord Pike
Wilmington, DE 19803
(39.829202988, -75.543438017)"
Dash In Food Store #496,4598 Kirkwood Highway,Wilmington,19808.0,05/13/2022,Routine,5-202.12,"Handwashing Sinks, Installation","4598 Kirkwood Highway
Wilmington, DE 19808
(39.723745989, -75.657318996)"
Dash-in,1800 Foulk Road,Wilmington,19810.0,03/03/2022,Routine,2-102.12,Certified Food Protection Manager,"1800 Foulk Road
Wilmington, DE 19810
(39.808319979, -75.514591027)"
Dash-In #1407,405 Middletown Warwick Road,Middletown,19709.0,12/19/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","405 Middletown Warwick Road
Middletown, DE 19709
(39.45441606, -75.723609967)"
Dash-in Food Store,3700 Philadelphia Pike,Claymont,19703.0,07/14/2023,Routine,6-301.12,Hand Drying Provision,"3700 Philadelphia Pike
Claymont, DE 19703
(39.804502986, -75.45355602)"
Davelli's Bagel Cafe,201 West Stein Highway,Seaford,19973.0,09/30/2022,Routine,4-202.15,Can Openers,"201 West Stein Highway
Seaford, DE 19973
(38.645909014, -75.620141987)"
David E Robinson Elementary School,1038 Briarbush Road,Magnolia,19962.0,11/01/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"1038 Briarbush Road
Magnolia, DE 19962
(39.080615006, -75.505385015)"
Dawn Patrol Cafe,1700 Coastal Highway,Dewey  Beach,19971.0,04/21/2022,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"1700 Coastal Highway
Dewey  Beach, DE 19971
(38.693138984, -75.07441404)"
Days Inn,5209 Concord Pike,Wilmington,19803.0,04/18/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"5209 Concord Pike
Wilmington, DE 19803
(39.827885982, -75.54338102)"
Dba Daily Market,420 Savannah Rd,Lewes,19958.0,12/19/2022,Routine,2-402.11,Effectiveness-Hair Restraints,"420 Savannah Rd
Lewes, DE 19958
(38.77135072, -75.142406126)"
DBA Wings and Thai Station,1700 Kirkwood Highway,Wilmington,19805.0,01/12/2023,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","1700 Kirkwood Highway
Wilmington, DE 19805
(39.738341984, -75.606140017)"
Db's Seafood,100 Garfield Parkway,Bethany Beach,19930.0,04/08/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"100 Garfield Parkway
Bethany Beach, DE 19930
(38.538064011, -75.055483009)"
DE Duck Cafe and Catering,119 S West St,Wilmington,19801.0,03/30/2022,Routine,2-102.11,Demonstration of Knowledge,"119 S West St
Wilmington, DE 19801
(39.737813002, -75.558154041)"
DE Slider Company,204 West 10th Street,Wilmington,19801.0,03/17/2022,Routine,2-102.11,Demonstration of Knowledge,"204 West 10th Street
Wilmington, DE 19801
(39.746030997, -75.549607014)"
Dead Presidents,618 North Union Street,Wilmington,19805.0,11/29/2022,Routine,2-102.12,Certified Food Protection Manager,"618 North Union Street
Wilmington, DE 19805
(39.751177989, -75.571376996)"
Deauville Food Stand,Surf & Park Avenues,Rehoboth Beach,19971.0,08/21/2023,Routine,6-301.14,Handwashing Signage,"Surf & Park Avenues
Rehoboth Beach, DE 19971
(38.724790015, -75.078829962)"
DeCo Bar,111 West 10th Street,Wilmington,19801.0,01/12/2022,Routine,7-102.11,Common Name-Working Containers,"111 West 10th Street
Wilmington, DE 19801
(39.746272019, -75.548154011)"
Deer Park Tavern,108 W Main Street,Newark,19711.0,05/02/2022,Routine,2-301.14,When to Wash,"108 W Main Street
Newark, DE 19711
(39.683216009, -75.756016996)"
Deerfield Cafe,655 Paper Mill Rd,Newark,19711.0,12/07/2023,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"655 Paper Mill Rd
Newark, DE 19711
(39.714724002, -75.743859967)"
Deerfield Golf & Tennis Club,507thompson Station Rd,Newark,19711.0,11/13/2023,Routine,2-102.12,Certified Food Protection Manager,"507thompson Station Rd
Newark, DE 19711
(39.718476999, -75.75068401)"
Deerhead Hot Dogs,1233 New Churchmans Rd,Newark,19713.0,03/01/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","1233 New Churchmans Rd
Newark, DE 19713
(39.69035299, -75.659759974)"
Deisy Restaurant,10912 County Seat Hwy,Laurel,19956.0,08/01/2023,Routine,3-302.12,Food Storage Containers Identified with Common Name of Food,"10912 County Seat Hwy
Laurel, DE 19956
(38.570278012, -75.561246041)"
Del Mar At The Pond,101 John F Campbell Rd,Newark,19711.0,10/23/2023,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"101 John F Campbell Rd
Newark, DE 19711
(39.681987013, -75.728469033)"
Del Pez Mexican Gastropub,400 Justison St,Wilmington,19801.0,04/11/2022,Routine,2-102.11,Demonstration of Knowledge,"400 Justison St
Wilmington, DE 19801
(39.735545991, -75.56023401)"
Del Taco LLC (Mobile),223 Northeast Front Street,Milford,19963.0,03/01/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","223 Northeast Front Street
Milford, DE 19963
(38.916015005, -75.424725961)"
Del Tech Culinary Arts Kitchen,400 Stanton-christiana Rd,Newark,19713.0,10/17/2023,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","400 Stanton-christiana Rd
Newark, DE 19713
(39.689934985, -75.648693012)"
Delaware Adult Day Care,28 Parkway Circle,New Castle,19720.0,03/18/2022,Routine,2-102.12,Certified Food Protection Manager,"28 Parkway Circle
New Castle, DE 19720
(39.661810011, -75.614551006)"
Delaware Autism Program (Brennen),44 Brennan Drive,Newark,19713.0,03/08/2022,Routine,6-501.112,"Removing Dead or Trapped Birds, Insects, Rodents and other Pest","44 Brennan Drive
Newark, DE 19713
(39.675676184, -75.715000546)"
Delaware Chicken and Gyro DCG,2 East Main Street,Middletown,19709.0,04/13/2022,Routine,2-102.12,Certified Food Protection Manager,"2 East Main Street
Middletown, DE 19709
(39.449509983, -75.716413006)"
Delaware City Fire Company,815 5th Street,Delaware City,19706.0,10/02/2023,Routine,3-501.18,"Ready-To-Eat Time/Temperature Control for Safety Food, Disposition","815 5th Street
Delaware City, DE 19706
(39.574582018, -75.597804969)"
Delaware College of Art & Design,707 North King Street,Wilmington,19801.0,01/18/2022,Complaint,6-501.111,Controlling Pests,"707 North King Street
Wilmington, DE 19801
(39.742626981, -75.549015)"
Delaware Commissary INC,1901 North Dupont Highway,New Castle,19720.0,09/13/2022,Routine,2-102.12,Certified Food Protection Manager,"1901 North Dupont Highway
New Castle, DE 19720
(39.701421, -75.577051963)"
Delaware Contemporary(the),200 S Madison Street,Wilmington,19801.0,02/15/2022,Routine,6-301.12,Hand Drying Provision,"200 S Madison Street
Wilmington, DE 19801
(39.738068986, -75.560248008)"
Delaware Gas,20 N James St,Newport,19804.0,08/09/2023,Routine,5-204.11,Handwashing Sinks-Location and Placement,"20 N James St
Newport, DE 19804
(39.714164007, -75.609248027)"
Delaware Gourmet Catering,2 Lukens Dr Suite 700,New Castle,19720.0,05/25/2022,Routine,3-501.13,Thawing,"2 Lukens Dr Suite 700
New Castle, DE 19720
(39.68981198, -75.547503995)"
Delaware Halal Food Mob,313 Earhart Court,Claymont,19703.0,05/26/2022,Follow-up,2-102.11,Demonstration of Knowledge,"313 Earhart Court
Claymont, DE 19703
(39.814101984, -75.459095033)"
Delaware Hospice Center,100 Patriots Way,Milford,19963.0,07/14/2022,Routine,4-602.12,Cooking and Baking Equipment,"100 Patriots Way
Milford, DE 19963
(38.937698989, -75.44990503)"
Delaware Military Academy Concession Area,112 Middleboro Road,Wilmington,19804.0,09/27/2023,Routine,2-102.12,Certified Food Protection Manager,"112 Middleboro Road
Wilmington, DE 19804
(39.721018015, -75.585064979)"
Delaware Nutrition,16 North Railroad Avenue,Georgetown,19947.0,10/24/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","16 North Railroad Avenue
Georgetown, DE 19947
(38.692632651, -75.384105998)"
Delaware Park Grove - Central Kitchen,777 Delaware Park Boulevard,Wilmington,19804.0,08/25/2023,Routine,6-301.14,Handwashing Signage,"777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park -Legends,777 Delaware Park Boulevard,Wilmington,19804.0,02/14/2023,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park Noodle Bar - 1937,777 Delaware Park Boulevard,Wilmington,19804.0,08/25/2023,Routine,6-301.12,Hand Drying Provision,"777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park On a Roll Deli - Central Kitchen,777 Delaware Park Boulevard,Wilmington,19804.0,03/02/2023,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park Picciotti's Pizza - Central Kitchen,777 Delaware Park Boulevard,Wilmington,19804.0,02/14/2023,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park Rooney's Deli - Central Kitchen,777 Delaware Park Boulevard,Wilmington,19804.0,03/09/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Park- Terrace Dining Room,777 Delaware Park Boulevard,Wilmington,19804.0,08/25/2023,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Delaware Provision Company,318 8th Ave,Wilmington,19805.0,10/18/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","318 8th Ave
Wilmington, DE 19805
(39.732036991, -75.570441995)"
Delaware Provision Company Inc,318 8th Ave,Wilmington,19805.0,05/25/2022,Routine,2-102.11,Demonstration of Knowledge,"318 8th Ave
Wilmington, DE 19805
(39.732036991, -75.570441995)"
Delaware Psychiatric Center,1901 N Dupont Hwy,New Castle,19720.0,03/17/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","1901 N Dupont Hwy
New Castle, DE 19720
(39.701421, -75.577051963)"
Delaware Residential Re-entry Center,1421 Marsh Rd,Wilmington,19802.0,10/24/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","1421 Marsh Rd
Wilmington, DE 19802
(39.743526988, -75.529281989)"
Delaware Saengerbund,49 Salem Church Rd,Newark,19713.0,10/20/2023,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","49 Salem Church Rd
Newark, DE 19713
(39.673942984, -75.698292002)"
